entrezGeneId,hugoGeneSymbol,type
6633,SNRPD2,protein-coding
-2031,MIR-5687/5687,miRNA
6632,SNRPD1,protein-coding
106481467,RNU6-913P,pseudogene
402269,LOC402269,protein-coding
105370458,SEC23A-AS1,ncRNA
106480709,RNU6-38P,pseudogene
6634,SNRPD3,protein-coding
8686,KRT41P,pseudogene
326268,ABI1P1,pseudogene
100126791,EGOT,ncRNA
100505576,LASP1NB,protein-coding
100420695,ABT1P1,pseudogene
644776,RAD52P1,pseudogene
106480640,RNU6-1127P,pseudogene
106479970,RNU6-912P,pseudogene
143684,FAM76B,protein-coding
199870,FAM76A,protein-coding
106478920,RNU6-37P,pseudogene
100133062,FAM217AP1,pseudogene
4671,NAIP,protein-coding
449520,GGNBP1,pseudogene
79893,GGNBP2,protein-coding
23061,TBC1D9B,protein-coding
106480535,RN7SL820P,pseudogene
-3137,MIR-4483/4483,miRNA
100508120,GMDS-DT,ncRNA
23708,GSPT2,protein-coding
2935,GSPT1,protein-coding
106481923,RNU6-915P,pseudogene
23541,SEC14L2,protein-coding
9489,PGS1,protein-coding
266629,SEC14L3,protein-coding
83990,BRIP1,protein-coding
6397,SEC14L1,protein-coding
730005,SEC14L6,protein-coding
106481534,RNU6-1124P,pseudogene
284904,SEC14L4,protein-coding
9717,SEC14L5,protein-coding
100873757,RNU6-36P,pseudogene
101060399,LOC101060399,protein-coding
399726,MIR1915HG,ncRNA
54885,TBC1D8B,protein-coding
-3979,MTOR_PS2448,phosphoprotein
100418861,KRT43P,pseudogene
114043,TSPEAR-AS2,ncRNA
1958,EGR1,protein-coding
1959,EGR2,protein-coding
1960,EGR3,protein-coding
-3685,MIR-105-1/105,miRNA
149297,FAM78B,protein-coding
1961,EGR4,protein-coding
286336,FAM78A,protein-coding
100129100,RLIG1P3,pseudogene
100129989,RLIG1P2,pseudogene
54082,TSPEAR-AS1,ncRNA
100129574,RLIG1P1,pseudogene
50632,CALY,protein-coding
106480061,RNU6-1125P,pseudogene
107063540,RNU6-914P,pseudogene
813,CALU,protein-coding
100506514,LOC100506514,protein-coding
811,CALR,protein-coding
101060386,LOC101060386,protein-coding
100873750,RNU6-35P,pseudogene
101929351,CDC37L1-DT,ncRNA
84935,MEDAG,protein-coding
140838,NANP,protein-coding
81631,MAP1LC3B,protein-coding
84557,MAP1LC3A,protein-coding
440738,MAP1LC3C,protein-coding
55320,MIS18BP1,protein-coding
-2661,MIR-19B-1/19B,miRNA
283489,CHAMP1,protein-coding
-3565,MIR-1233-1/1233,miRNA
653553,HSPB1P1,pseudogene
54187,NANS,protein-coding
820,CAMP,protein-coding
653364,HSPB1P2,pseudogene
10553,HTATIP2,protein-coding
387615,MAP1LC3P,pseudogene
10487,CAP1,protein-coding
100996569,NAMA,ncRNA
107161157,YAM1,ncRNA
-1032,MIR-519D/5P,miRNA
821,CANX,protein-coding
100189296,TRP-AGG2-8,tRNA
100189136,TRP-AGG2-7,tRNA
7218,TRP-AGG2-6,tRNA
7217,TRP-AGG2-5,tRNA
100189072,TRP-AGG2-4,tRNA
100189276,TRP-AGG2-3,tRNA
100189223,TRP-AGG2-2,tRNA
100189019,TRP-AGG2-1,tRNA
10413,YAP1,protein-coding
8775,NAPA,protein-coding
63908,NAPB,protein-coding
822,CAPG,protein-coding
116804915,LNCDAT,ncRNA
8774,NAPG,protein-coding
103482523,TRUND-NNN2-1,tRNA
106480062,RNU6-1128P,pseudogene
100506562,LOC100506562,protein-coding
106479969,RNU6-911P,pseudogene
101928429,MAP3K5-AS2,ncRNA
101928461,MAP3K5-AS1,ncRNA
10486,CAP2,protein-coding
9568,GABBR2,protein-coding
2550,GABBR1,protein-coding
100421509,LARP7P4,pseudogene
106480287,LARP7P1,pseudogene
-1033,MIR-519D/3P,miRNA
7265,TTC1,protein-coding
106481700,LARP7P3,pseudogene
106481699,LARP7P2,pseudogene
100505681,NAPA-AS1,ncRNA
106481536,RNU6-1129P,pseudogene
23508,TTC9,protein-coding
101060351,TBC1D3K,protein-coding
123016,TTC8,protein-coding
83737,ITCH,protein-coding
101060376,TBC1D3L,protein-coding
319089,TTC6,protein-coding
91875,TTC5,protein-coding
7268,TTC4,protein-coding
7267,TTC3,protein-coding
100873758,RNU6-39P,pseudogene
106481777,RNU6-910P,pseudogene
105369776,SMUG1-AS1,ncRNA
84816,RTN4IP1,protein-coding
-1666,MIR-4436B-1/3P,miRNA
828,CAPS,protein-coding
26502,NARF,protein-coding
414059,TBC1D3B,protein-coding
677850,SNORD1C,snoRNA
100128252,ZNF667-AS1,ncRNA
102723859,TBC1D3E,protein-coding
677848,SNORD1A,snoRNA
677849,SNORD1B,snoRNA
359754,MRPS10P5,pseudogene
84218,TBC1D3F,protein-coding
414060,TBC1D3C,protein-coding
101060389,TBC1D3D,protein-coding
8458,TTF2,protein-coding
102724862,TBC1D3I,protein-coding
359802,MRPS10P2,pseudogene
7270,TTF1,protein-coding
359753,MRPS10P1,pseudogene
79800,CARF,protein-coding
101060321,TBC1D3G,protein-coding
729877,TBC1D3H,protein-coding
692089,SNORD19,snoRNA
692086,SNORD17,snoRNA
8574,AKR7A2,protein-coding
22977,AKR7A3,protein-coding
93594,TBC1D31,protein-coding
595097,SNORD16,snoRNA
221322,TBC1D32,protein-coding
692084,SNORD13,snoRNA
-1011,MIR-520F/520F,miRNA
23329,TBC1D30,protein-coding
128966703,MAGEB17-AS1,ncRNA
692058,SNORD11,snoRNA
692057,SNORD12,snoRNA
-2080,MIR-3180-3/5P,miRNA
652966,SNORD10,snoRNA
831,CAST,protein-coding
846,CASR,protein-coding
8573,CASK,protein-coding
54901,CDKAL1,protein-coding
23102,TBC1D2B,protein-coding
100189410,TRR-TCG2-1,tRNA
100033396,VN2R7P,pseudogene
100874346,NCKAP5-IT1,ncRNA
128637,TBC1D20,protein-coding
161514,TBC1D21,protein-coding
57465,TBC1D24,protein-coding
4943,TBC1D25,protein-coding
203062,TSNARE1,protein-coding
55773,TBC1D23,protein-coding
254272,TBC1D28,protein-coding
7229,TRQ-TTG1-1,tRNA
353149,TBC1D26,protein-coding
129080,EMID1,protein-coding
109617017,SNORD3K,snoRNA
2781,GNAZ,protein-coding
109616996,SNORD3I,snoRNA
55296,TBC1D19,protein-coding
109616985,SNORD3J,snoRNA
91461,PKDCC,protein-coding
109616984,SNORD3G,snoRNA
109617016,SNORD3H,snoRNA
109617015,SNORD3E,snoRNA
109616983,SNORD3F,snoRNA
780853,SNORD3C,snoRNA
780854,SNORD3D,snoRNA
780851,SNORD3A,snoRNA
11,NATP,pseudogene
26812,SNORD37,snoRNA
-2081,MIR-3180-3/3P,miRNA
114822,RHPN1,protein-coding
54662,TBC1D13,protein-coding
26818,SNORD33,snoRNA
57533,TBC1D14,protein-coding
26817,SNORD34,snoRNA
9298,SNORD31,snoRNA
85415,RHPN2,protein-coding
23232,TBC1D12,protein-coding
79735,TBC1D17,protein-coding
9299,SNORD30,snoRNA
64786,TBC1D15,protein-coding
125058,TBC1D16,protein-coding
127379751,SLC46A2-AS1,ncRNA
859,CAV3,protein-coding
858,CAV2,protein-coding
857,CAV1,protein-coding
25904,CNOT10,protein-coding
648315,VN2R9P,pseudogene
402634,NGRNP3,pseudogene
55293,UEVLD,protein-coding
132243159,NGRNP4,pseudogene
442727,PTMAP10,pseudogene
9300,SNORD28,snoRNA
9297,SNORD29,snoRNA
9027,NAT8,protein-coding
2774,GNAL,protein-coding
9302,SNORD26,snoRNA
4678,NASP,protein-coding
9,NAT1,protein-coding
55571,CNOT11,protein-coding
9301,SNORD27,snoRNA
10,NAT2,protein-coding
26820,SNORD24,snoRNA
2783,GNB2,protein-coding
2776,GNAQ,protein-coding
9303,SNORD25,snoRNA
2782,GNB1,protein-coding
59345,GNB4,protein-coding
9304,SNORD22,snoRNA
2778,GNAS,protein-coding
112935968,PTMAP15,pseudogene
692091,SNORD23,snoRNA
2784,GNB3,protein-coding
6082,SNORD20,snoRNA
10681,GNB5,protein-coding
6083,SNORD21,snoRNA
728026,PTMAP12,pseudogene
26151,NAT9,protein-coding
441454,PTMAP11,pseudogene
105373140,PTMAP14,pseudogene
730129,NGRNP1,pseudogene
728661,SLC35E2B,protein-coding
105371898,PTMAP13,pseudogene
100131890,NGRNP2,pseudogene
100129156,RBBP6P1,pseudogene
9906,SLC35E2A,pseudogene
728377,ARHGEF34P,pseudogene
8153,RND2,protein-coding
120766138,SNRPA1-DT,ncRNA
390,RND3,protein-coding
-839,MIR-5583-1/5P,miRNA
100506406,CAPSL-DT,ncRNA
27289,RND1,protein-coding
55853,IDI2-AS1,ncRNA
26792,SNORD57,snoRNA
84700,MYO18B,protein-coding
399687,MYO18A,protein-coding
26811,SNORD55,snoRNA
26793,SNORD56,snoRNA
283932,FBXL19-AS1,ncRNA
26796,SNORD53,snoRNA
26795,SNORD54,snoRNA
26798,SNORD51,snoRNA
26797,SNORD52,snoRNA
5170,PDPK1,protein-coding
100189244,TRK-CTT8-1,tRNA
89796,NAV1,protein-coding
26772,SNORD4B,snoRNA
89797,NAV2,protein-coding
100127967,KRT73-AS1,ncRNA
26773,SNORD4A,snoRNA
80185,TTI2,protein-coding
9675,TTI1,protein-coding
6892,TAPBP,protein-coding
89795,NAV3,protein-coding
26801,SNORD48,snoRNA
94161,SNORD46,snoRNA
26802,SNORD47,snoRNA
26806,SNORD44,snoRNA
26807,SNORD43,snoRNA
728833,FAM72D,protein-coding
554282,FAM72C,protein-coding
26810,SNORD41,snoRNA
653820,FAM72B,protein-coding
729533,FAM72A,protein-coding
26774,SNORD80,snoRNA
26769,SNORD81,snoRNA
128240,NAXE,protein-coding
9025,RNF8,protein-coding
221421,RSPH9,protein-coding
6049,RNF6,protein-coding
9616,RNF7,protein-coding
6047,RNF4,protein-coding
6048,RNF5,protein-coding
6045,RNF2,protein-coding
-840,MIR-5583-1/3P,miRNA
2785,GNG3,protein-coding
100419827,ZKSCAN7P1,pseudogene
54331,GNG2,protein-coding
246100,CTAG1A,protein-coding
2787,GNG5,protein-coding
2786,GNG4,protein-coding
26770,SNORD79,snoRNA
2788,GNG7,protein-coding
728978,UNC5B-AS1,ncRNA
692197,SNORD77,snoRNA
692198,SNORD78,snoRNA
94235,GNG8,protein-coding
692195,SNORD75,snoRNA
81164,OR8L1P,pseudogene
692196,SNORD76,snoRNA
1485,CTAG1B,protein-coding
101928969,RHOXF1-AS1,ncRNA
619498,SNORD74,snoRNA
692111,SNORD71,snoRNA
619564,SNORD72,snoRNA
692110,SNORD70,snoRNA
-2156,MIR-1184-2/1184,miRNA
105379152,PRDM6-AS1,ncRNA
-1416,MIR-4743/4743,miRNA
83861,RSPH3,protein-coding
89765,RSPH1,protein-coding
80022,MYO15B,protein-coding
51168,MYO15A,protein-coding
606500,SNORD68,snoRNA
692109,SNORD69,snoRNA
692107,SNORD66,snoRNA
692108,SNORD67,snoRNA
105371781,RAB5C-AS1,ncRNA
347686,SNORD64,snoRNA
692106,SNORD65,snoRNA
55739,NAXD,protein-coding
55051,NRDE2,protein-coding
26785,SNORD63,snoRNA
26788,SNORD60,snoRNA
26787,SNORD61,snoRNA
100420759,SOCS6P1,pseudogene
5245,PHB1,protein-coding
6050,RNH1,protein-coding
118827816,ARHGEF18-AS1,ncRNA
55105,GPATCH2,protein-coding
55094,GPATCH1,protein-coding
54865,GPATCH4,protein-coding
51808,PHAX,protein-coding
63906,GPATCH3,protein-coding
104,ADARB1,protein-coding
105,ADARB2,protein-coding
11331,PHB2,protein-coding
23131,GPATCH8,protein-coding
692212,SNORD99,snoRNA
692223,SNORD97,snoRNA
692211,SNORD98,snoRNA
619570,SNORD95,snoRNA
692210,SNORD93,snoRNA
2825,CMKLR2,protein-coding
692225,SNORD94,snoRNA
1240,CMKLR1,protein-coding
10521,DDX17,protein-coding
692209,SNORD92,snoRNA
8886,DDX18,protein-coding
692206,SNORD90,snoRNA
391538,ALDOAP1,pseudogene
228,ALDOAP2,pseudogene
1663,DDX11,protein-coding
1662,DDX10,protein-coding
106480279,CRB3P1,pseudogene
-3337,MIR-134/134,miRNA
692205,SNORD89,snoRNA
692201,SNORD86,snoRNA
641648,SNORD87,snoRNA
692199,SNORD84,snoRNA
25826,SNORD82,snoRNA
83695,RHNO1,protein-coding
57541,ZNF398,protein-coding
100419007,TUBAP3,pseudogene
84307,ZNF397,protein-coding
100129032,GLYATL1P1,pseudogene
399942,TUBAP2,pseudogene
252884,ZNF396,protein-coding
109729178,INTS9-AS1,ncRNA
100129933,GLYATL1P2,pseudogene
55893,ZNF395,protein-coding
54016,TUBAP1,pseudogene
105374258,HRG-AS1,ncRNA
84124,ZNF394,protein-coding
644436,TUBAP7,pseudogene
23042,PDXDC1,protein-coding
100129818,TUBAP6,pseudogene
346157,ZNF391,protein-coding
106479041,TUBAP4,pseudogene
84457,PHYHIPL,protein-coding
100533626,TUBAP9,pseudogene
100533627,TUBAP8,pseudogene
-1523,MIR-4661/3P,miRNA
-631,MIR-6727/3P,miRNA
107984844,SMG1-DT,ncRNA
101927006,RPSAP76,pseudogene
-1068,MIR-518A-2/5P,miRNA
107075114,RPSAP75,pseudogene
107075113,RPSAP74,pseudogene
107075250,RPSAP73,pseudogene
106480183,RNU1-100P,pseudogene
653645,TBC1D3P1-DHX40P1,other
100033391,VN2R2P,pseudogene
4913,NTHL1,protein-coding
7274,TTPA,protein-coding
119863868,SUNO1,ncRNA
-3818,MIR-100/3P,miRNA
-3913,MIR-941-3/941,miRNA
29982,NRBF2,protein-coding
643637,GLYATL1P4,pseudogene
100217367,HIKESHIP1,pseudogene
117751740,HIKESHIP2,pseudogene
171017,ZNF384,protein-coding
1912,PHC2,protein-coding
163087,ZNF383,protein-coding
1911,PHC1,protein-coding
84911,ZNF382,protein-coding
117751737,HIKESHIP3,pseudogene
107984333,PRPF19-DT,ncRNA
118732297,PATJ-DT,ncRNA
804,CALM1P2,pseudogene
107075112,RPSAP72,pseudogene
802,CALM1P1,pseudogene
107075249,RPSAP71,pseudogene
80012,PHC3,protein-coding
105377595,RPSAP70,pseudogene
107075109,RPSAP65,pseudogene
10938,EHD1,protein-coding
100873797,RPSAP64,pseudogene
30846,EHD2,protein-coding
100270755,RPSAP63,pseudogene
30845,EHD3,protein-coding
100131469,RPSAP62,pseudogene
30844,EHD4,protein-coding
101927158,RPSAP69,pseudogene
344760,VN2R1P,pseudogene
7587,ZNF37A,protein-coding
100996520,RPSAP68,pseudogene
112441427,GCASPC,ncRNA
107075111,RPSAP67,pseudogene
107075110,RPSAP66,pseudogene
3704,ITPA,protein-coding
256394,SERPINA11,protein-coding
23469,PHF3,protein-coding
145264,SERPINA12,protein-coding
5253,PHF2,protein-coding
-1522,MIR-4661/5P,miRNA
100379220,TMED11P,pseudogene
5252,PHF1,protein-coding
51156,SERPINA10,protein-coding
644464,RPSAP61,pseudogene
51533,PHF7,protein-coding
100271149,RPSAP60,pseudogene
84295,PHF6,protein-coding
5251,PHEX,protein-coding
23133,PHF8,protein-coding
642641,RPSAP54,pseudogene
400141,RPSAP53,pseudogene
204010,RPSAP52,pseudogene
100271267,RPSAP51,pseudogene
390857,RPSAP57,pseudogene
26123,TCTN3,protein-coding
10578,GNLY,protein-coding
645656,RPSAP56,pseudogene
79867,TCTN2,protein-coding
388122,RPSAP55,pseudogene
79600,TCTN1,protein-coding
348093,RBPMS2,protein-coding
100271148,RPSAP59,pseudogene
3720,JARID2,protein-coding
195828,ZNF367,protein-coding
167465,ZNF366,protein-coding
105373772,UBE2E3-DT,ncRNA
22891,ZNF365,protein-coding
149076,ZNF362,protein-coding
284801,MIR663AHG,ncRNA
284669,LOC284669,protein-coding
-1494,MIR-4685/3P,miRNA
644109,RPSAP50,pseudogene
29889,GNL2,protein-coding
2794,GNL1,protein-coding
26354,GNL3,protein-coding
643954,RPSAP43,pseudogene
54518,APBB1IP,protein-coding
100270919,RPSAP42,pseudogene
100270918,RPSAP41,pseudogene
347733,TUBB2B,protein-coding
100270917,RPSAP40,pseudogene
7280,TUBB2A,protein-coding
106480667,RNU1-101P,pseudogene
389672,RPSAP47,pseudogene
652624,RPSAP46,pseudogene
100033392,VN2R3P,pseudogene
728562,RPSAP45,pseudogene
652411,RPSAP44,pseudogene
112552146,CYP4F45P,pseudogene
401537,RPSAP49,pseudogene
392262,RPSAP48,pseudogene
140467,ZNF358,protein-coding
51594,NBAS,protein-coding
59348,ZNF350,protein-coding
56270,WDR45B,protein-coding
8731,RNMT,protein-coding
-3057,MIR-4328/4328,miRNA
402123,RPSAP32,pseudogene
100033395,VN2R6P,pseudogene
400550,FENDRR,ncRNA
391598,RPSAP31,pseudogene
100506555,NECTIN3-AS1,ncRNA
728126,RPSAP30,pseudogene
100128888,RPSAP36,pseudogene
100270916,RPSAP35,pseudogene
100270876,RPSAP34,pseudogene
25890,ABI3BP,protein-coding
106480184,RNU1-104P,pseudogene
647158,RPSAP33,pseudogene
100131161,RPSAP39,pseudogene
100130676,RPSAP38,pseudogene
100270915,RPSAP37,pseudogene
84671,ZNF347,protein-coding
107986824,PDK4-AS1,ncRNA
23567,ZNF346,protein-coding
25850,ZNF345,protein-coding
106480733,CYP4F44P,pseudogene
729119,HMGB2P1,pseudogene
79175,ZNF343,protein-coding
84905,ZNF341,protein-coding
730102,CRYZL2P,pseudogene
55328,RNLS,protein-coding
10383,TUBB4B,protein-coding
10382,TUBB4A,protein-coding
27232,GNMT,protein-coding
7582,ZNF33B,protein-coding
729079,RPSAP21,pseudogene
7581,ZNF33A,protein-coding
127406,RPSAP20,pseudogene
100130299,IDI1P2,pseudogene
129841,RPSAP25,pseudogene
647002,IDI1P1,pseudogene
391462,RPSAP24,pseudogene
106481623,RNU1-103P,pseudogene
100270875,RPSAP23,pseudogene
-3359,MIR-1306/1306,miRNA
100421361,IDI1P3,pseudogene
100270874,RPSAP22,pseudogene
389141,RPSAP29,pseudogene
391387,RPSAP28,pseudogene
130429,RPSAP27,pseudogene
26152,ZNF337,protein-coding
729209,RPSAP26,pseudogene
63925,ZNF335,protein-coding
55713,ZNF334,protein-coding
84449,ZNF333,protein-coding
55422,ZNF331,protein-coding
27309,ZNF330,protein-coding
106478912,RNU6-41P,pseudogene
-3224,MIR-148/3P,miRNA
106481540,RNU6-1141P,pseudogene
23240,TMEM131L,protein-coding
101410545,STPG2-AS1,ncRNA
340371,NRBP2,protein-coding
-1478,MIR-4697/5P,miRNA
390340,PDCL3P7,pseudogene
100419023,PDCL3P6,pseudogene
644850,PDCL3P5,pseudogene
285359,PDCL3P4,pseudogene
100132683,PDCL3P3,pseudogene
100132487,PTCD2P2,pseudogene
100505636,MALINC1,ncRNA
100131302,PTCD2P1,pseudogene
643831,PDCL3P2,pseudogene
79673,ZNF329,protein-coding
392225,PDCL3P1,pseudogene
56604,TUBB7P,pseudogene
284695,ZNF326,protein-coding
25799,ZNF324,protein-coding
79692,ZNF322,protein-coding
162967,ZNF320,protein-coding
8293,SERF1A,protein-coding
728492,SERF1B,protein-coding
106480703,RNU6-40P,pseudogene
390134,OR4A4P,pseudogene
100874294,HLCS-IT1,ncRNA
389860,PAGE2B,protein-coding
-1070,MIR-7848/3P,miRNA
136263,SSMEM1,protein-coding
79272,OR52X1P,pseudogene
105377400,NDNF-AS1,ncRNA
29959,NRBP1,protein-coding
-523,MIR-6770-3/5P,miRNA
57567,ZNF319,protein-coding
24149,ZNF318,protein-coding
-3307,MIR-136/3P,miRNA
100302650,BABAM2-AS1,ncRNA
57693,ZNF317,protein-coding
100131017,ZNF316,protein-coding
55023,PHIP,protein-coding
112163673,SCGB1B3P,pseudogene
101928345,PABPC1L2B-AS1,ncRNA
51439,FAM8A1,protein-coding
100874296,KCNH1-IT1,ncRNA
282890,ZNF311,protein-coding
865,CBFB,protein-coding
100431177,GPRASP3P1,pseudogene
81320,OR4A3P,pseudogene
284630,LOC284630,protein-coding
54059,YBEY,protein-coding
-1479,MIR-4697/3P,miRNA
403253,OR4A47,protein-coding
347411,MPC1L,protein-coding
57343,ZNF304,protein-coding
55900,ZNF302,protein-coding
91975,ZNF300,protein-coding
121256,TMEM132D,protein-coding
-3436,MIR-4775/4775,miRNA
92293,TMEM132C,protein-coding
124842,TMEM132E,protein-coding
390133,OR4A2P,pseudogene
57160,TBX23P,pseudogene
22969,RPL41P3,pseudogene
326308,RPL41P4,pseudogene
84265,POLR3GL,protein-coding
114795,TMEM132B,protein-coding
22971,RPL41P1,pseudogene
54972,TMEM132A,protein-coding
22970,RPL41P2,pseudogene
-1493,MIR-4685/5P,miRNA
260334,TUBB8B,protein-coding
28558,TRBV29-1,other
-524,MIR-6770-3/3P,miRNA
5257,PHKB,protein-coding
106480068,RNU6-1140P,pseudogene
550643,NBDY,protein-coding
55811,ADCY10,protein-coding
26960,NBEA,protein-coding
-2293,MIR-30C-1/1*,miRNA
-3306,MIR-136/5P,miRNA
286570,RPL41P7,pseudogene
6055,RNR4,ncRNA
6056,RNR5,ncRNA
6172,RPL41P5,pseudogene
6053,RNR2,ncRNA
286568,RPL41P6,pseudogene
6054,RNR3,ncRNA
6052,RNR1,ncRNA
11083,DIDO1,protein-coding
100506376,TTLL10-AS1,ncRNA
-3247,MIR-146A/146A*,miRNA
390137,OR4A9P,pseudogene
106479527,RN7SL838P,pseudogene
6738,RO60,protein-coding
-1069,MIR-518A-2/3P,miRNA
106481473,RNU6-929P,pseudogene
100129123,ACE3P,pseudogene
106480070,RNU6-1146P,pseudogene
449518,P2RY10BP,pseudogene
105376527,STIM1-AS1,ncRNA
-2292,MIR-30C-1/3P,miRNA
-3817,MIR-100/5P,miRNA
100873760,RNU6-46P,pseudogene
106478922,RNU6-44P,pseudogene
106480536,RN7SL837P,pseudogene
100874529,MPRIP-AS1,ncRNA
54930,HAUS4,protein-coding
79441,HAUS3,protein-coding
54801,HAUS6,protein-coding
23354,HAUS5,protein-coding
100874068,GRTP1-AS1,ncRNA
55142,HAUS2,protein-coding
115106,HAUS1,protein-coding
106479977,RNU6-928P,pseudogene
106480071,RNU6-1147P,pseudogene
101060521,LOC101060521,protein-coding
101927944,FAM53B-AS1,ncRNA
100873759,RNU6-45P,pseudogene
106481149,RN7SL836P,pseudogene
106478921,RNU6-43P,pseudogene
81316,OR4A7P,pseudogene
9538,EI24,protein-coding
106480069,RNU6-1143P,pseudogene
1576,CYP3A4,protein-coding
1577,CYP3A5,protein-coding
1551,CYP3A7,protein-coding
-3421,MIR-1285-2/1285,miRNA
554049,C1DP1,pseudogene
-2238,MIR-1283-1/1283,miRNA
93323,HAUS8,protein-coding
81608,FIP1L1,protein-coding
55559,HAUS7,protein-coding
-2291,MIR-30C-1/5P,miRNA
125931,CEACAM20,protein-coding
90273,CEACAM21,protein-coding
106481729,C1DP5,pseudogene
727879,C1DP4,pseudogene
642521,C1DP3,pseudogene
642538,C1DP2,pseudogene
390131,OR4A6P,pseudogene
729767,CEACAM18,protein-coding
100302742,RNU6-42P,pseudogene
360014,DLGAP5P1,pseudogene
117981791,DLGAP5P2,pseudogene
106479526,RN7SL835P,pseudogene
388551,CEACAM16,protein-coding
1595,CYP51A1,protein-coding
106481938,RNU6-1144P,pseudogene
105376714,SLC30A4-AS1,ncRNA
56971,CEACAM19,protein-coding
106481541,RNU6-1145P,pseudogene
51050,PI15,protein-coding
221476,PI16,protein-coding
81607,NECTIN4,protein-coding
25945,NECTIN3,protein-coding
5819,NECTIN2,protein-coding
5818,NECTIN1,protein-coding
122961,ISCA2,protein-coding
106481148,RN7SL834P,pseudogene
81689,ISCA1,protein-coding
10665,TSBP1,protein-coding
101927075,FGF10-AS1,ncRNA
23625,FAM89B,protein-coding
375061,FAM89A,protein-coding
23624,CBLC,protein-coding
868,CBLB,protein-coding
117751736,MIR4280HG,ncRNA
6085,RNY3,ncRNA
6086,RNY4,ncRNA
6084,RNY1,ncRNA
106480641,RNU6-1138P,pseudogene
106479975,RNU6-925P,pseudogene
103482529,TRUND-NNN1-1,tRNA
100533711,CKAP2LP1,pseudogene
6090,RNY5,ncRNA
106478910,LAMTOR5P1,pseudogene
106479525,RN7SL833P,pseudogene
4234,METTL1,protein-coding
-2312,MIR-1468/1468,miRNA
56339,METTL3,protein-coding
246126,TXLNGY,pseudogene
106481539,RNU6-1139P,pseudogene
113612,CYP2U1,protein-coding
84056,KATNAL1,protein-coding
83473,KATNAL2,protein-coding
106480621,RNU6-924P,pseudogene
103908605,FAM88E,ncRNA
100887755,TRERNA1,ncRNA
554249,FAM88D,ncRNA
28378,IGHV7-81,other
107984875,ZNF747-DT,ncRNA
102724238,FAM88C,ncRNA
106478923,RNU6-49P,pseudogene
728673,FAM88B,ncRNA
4681,NBL1,protein-coding
103908604,FAM88F,ncRNA
106479524,RN7SL832P,pseudogene
3884,KRT33B,protein-coding
106479976,RNU6-927P,pseudogene
3883,KRT33A,protein-coding
197350,CASP16P,pseudogene
106480066,RNU6-1136P,pseudogene
100996266,COMETT,ncRNA
106480249,RAP2CP1,pseudogene
100887744,RNU6-48P,pseudogene
5900,RALGDS,protein-coding
28380,IGHV7-56,pseudogene
106481862,RN7SL831P,pseudogene
100189180,TRK-CTT9-1,tRNA
100505676,RRS1-DT,ncRNA
106481472,RNU6-926P,pseudogene
-3722,MIR-571/571,miRNA
107983987,SMIM34B,protein-coding
109910383,RNA18SP5,pseudogene
353089,RAET1F,pseudogene
135250,RAET1E,protein-coding
109864277,RNA18SP3,pseudogene
106480067,RNU6-1137P,pseudogene
109864275,RNA18SP4,pseudogene
353091,RAET1G,protein-coding
29785,CYP2S1,protein-coding
100874326,DSCAM-IT1,ncRNA
359724,RNA18SP2,pseudogene
154064,RAET1L,protein-coding
646024,RAET1K,pseudogene
255187,SH3TC2-DT,ncRNA
353094,RAET1M,pseudogene
106480710,RNU6-47P,pseudogene
100134391,LOC100134391,protein-coding
6092,ROBO2,protein-coding
64221,ROBO3,protein-coding
54538,ROBO4,protein-coding
28383,IGHV7-27,pseudogene
8596,OR4A1P,pseudogene
-2614,MIR-3143/3143,miRNA
100996851,XIAPP1,pseudogene
100128413,XIAPP3,pseudogene
100420509,XIAPP2,pseudogene
6091,ROBO1,protein-coding
124904961,BETALINC1,ncRNA
106479973,RNU6-921P,pseudogene
121676927,DEPTOR-AS1,ncRNA
27287,VENTX,protein-coding
100129004,RPL3P10,pseudogene
100131893,RPL3P11,pseudogene
873,CBR1,protein-coding
-2978,MIR-4256/4256,miRNA
100131358,RPL3P12,pseudogene
203068,TUBB,protein-coding
106480199,RPL3P13,pseudogene
10210,TOPORS,protein-coding
109910380,RNA18SN3,rRNA
109864273,RNA18SN4,rRNA
106631781,RNA18SN1,rRNA
109864280,RNA18SN2,rRNA
106481470,RNU6-920P,pseudogene
28381,IGHV7-40,pseudogene
81328,OR4A15,protein-coding
81327,OR4A16,protein-coding
-730,MIR-6500/5P,miRNA
-3729,MIR-10396A/5P,miRNA
105372572,NXT1-AS1,ncRNA
55199,FAM86C1P,pseudogene
-3348,MIR-4718/4718,miRNA
106481471,RNU6-923P,pseudogene
28557,TRBV30,other
64863,METTL4,protein-coding
29081,METTL5,protein-coding
131965,METTL6,protein-coding
60313,GPBP1L1,protein-coding
79828,METTL8,protein-coding
51108,METTL9,protein-coding
643719,SCGB1B2P,pseudogene
84869,CBR4,protein-coding
874,CBR3,protein-coding
28559,TRBV28,other
102724560,CBSL,protein-coding
222662,LHFPL5,protein-coding
375323,LHFPL4,protein-coding
645332,FAM86C2P,pseudogene
375612,LHFPL3,protein-coding
10184,LHFPL2,protein-coding
340596,LHFPL1,protein-coding
28560,TRBV27,other
28561,TRBV26,pseudogene
10230,NBR2,ncRNA
54905,CYP2W1,protein-coding
106479974,RNU6-922P,pseudogene
255349,LHFPL7,protein-coding
10186,LHFPL6,protein-coding
4077,NBR1,protein-coding
